tag,status,category,post_count,alias_candidates,raw_variants,locations
artoria_pendragon_(lily),not_in_snapshot,,,[],"[""Artoria_Pendragon_(Lily)""]","[""작품 / 캐릭터 / Fate/Grand order / 아르토리아 펜드래곤 릴리""]"
artoria_pendragon_(ruler),not_in_snapshot,,,[],"[""Artoria_Pendragon_(Ruler)""]","[""작품 / 캐릭터 / Fate/Grand order / 아르토리아 펜드래곤 랜서 룰러""]"
artoria_pendragon_(santa_alter),not_in_snapshot,,,[],"[""Artoria_Pendragon_(Santa_Alter)""]","[""작품 / 캐릭터 / Fate/Grand order / 아르토리아 펜드래곤 얼터 (산타)""]"
artoria_pendragon_(swimsuit_archer),not_in_snapshot,,,[],"[""Artoria_Pendragon_(Swimsuit_Archer)""]","[""작품 / 캐릭터 / Fate/Grand order / 아르토리아 펜드래곤 수영복""]"
artoria_pendragon_(swimsuit_rider_alter),not_in_snapshot,,,[],"[""Artoria_Pendragon_(Swimsuit_Rider_Alter)""]","[""작품 / 캐릭터 / Fate/Grand order / 아르토리아 펜드래곤 얼터 수영복""]"
asada_shino,snapshot_match,4,385,[],"[""Asada_Shino""]","[""작품 / 캐릭터 / 소드 아트 온라인 / 아사다 시노""]"
asagami_fujino,snapshot_match,4,424,[],"[""Asagami_Fujino""]","[""작품 / 캐릭터 / Fate/Grand order / 아사가미 후지노""]"
asagi_aiba,not_in_snapshot,,,[],"[""Asagi_Aiba""]","[""작품 / 캐릭터 / 스트라이크 더 블러드 / 아이바 아사기""]"
ascot_tie,not_in_snapshot,,,[],"[""Ascot_Tie""]","[""장신구 / 목 장식 / 넥타이 / 애스콧 타이""]"
asfi_al_andromeda,not_in_snapshot,,,[],"[""Asfi_Al_Andromeda""]","[""작품 / 캐릭터 / 던전에서 만남을 추구하면 안 되는 걸까? / 아스피 알 안드로메다""]"
asia,not_in_snapshot,,,[],"[""Asia""]","[""기본 / 장소 / 국가 / 아시아""]"
asia_argento,snapshot_match,4,569,[],"[""Asia_Argento""]","[""작품 / 캐릭터 / 하이스쿨 dxd / 아시아 아르젠토""]"
ass_biting,alias_candidate_unverified,,,"[""biting_ass""]","[""ass_biting""]","[""동작 1 / 엉덩이 / 동작 / 엉덩이를 물다"", ""동작 1 / 입 / 깨물다 / 이빨로 엉덩이를 깨물다""]"
ass_cutout,snapshot_match,0,2527,[],"[""ass_cutout""]","[""의상 / 의상 / 특징 / 옷의 엉덩이를 노출하다""]"
ass_expansion,snapshot_match,0,113,[],"[""ass_expansion""]","[""동작 1 / 엉덩이 / 동작 / 엉덩이가 커지다""]"
ass_focus,snapshot_match,0,46176,[],"[""ass_focus""]","[""기본 / 초점 / 집중 / 엉덩이에 집중한다""]"
ass_grab,not_in_snapshot,,,[],"[""ass_grab""]","[""!섹스 / 섹스 / 애무 / 손으로 엉덩이를 잡는다"", ""동작 1 / 엉덩이 / 동작 / 엉덩이를 잡다""]"
ass_shake,snapshot_match,0,2399,[],"[""ass_shake""]","[""동작 1 / 엉덩이 / 동작 / 엉덩이를 흔들다""]"
astarte,not_in_snapshot,,,[],"[""Astarte""]","[""작품 / 캐릭터 / 스트라이크 더 블러드 / 아스타르테""]"
astil_manuscript,not_in_snapshot,,,[],"[""Astil_Manuscript""]","[""작품 / 캐릭터 / 트리니티 세븐 / 아스틸""]"
astraea,not_in_snapshot,,,[],"[""Astraea""]","[""작품 / 캐릭터 / Fate/Grand order / 아스트레아""]"
astronaut,snapshot_match,0,2342,[],"[""astronaut""]","[""인물 / 직업 / 전문 / 우주 비행사""]"
asuka_langley_soryu,not_in_snapshot,,,[],"[""Asuka_Langley_Soryu""]","[""작품 / 캐릭터 / 에반게리온 / 소류 아스카 그랑에이""]"
asuka_shikinami_langley,not_in_snapshot,,,[],"[""Asuka_Shikinami_Langley""]","[""작품 / 캐릭터 / 에반게리온 / 시키나미 아스카 그랑레이""]"
asymmetrical_bangs,snapshot_match,0,48008,[],"[""asymmetrical_bangs""]","[""외모 / 머리카락 / 특징 / 앞머리가 한쪽만 길고, 한쪽은 짧다""]"
asymmetrical_breasts,snapshot_match,0,364,[],"[""asymmetrical_breasts""]","[""체형 / 가슴 / 특징 / 가슴이 비대칭이다""]"
at_gunpoint,snapshot_match,0,783,[],"[""at_gunpoint""]","[""행동 / 동명사 / 동명사 ㅊ / 무엇을 총구로 조준하다""]"
atalanta,not_in_snapshot,,,[],"[""Atalanta""]","[""작품 / 캐릭터 / Fate/Grand order / 아탈란테""]"
atalanta_(alter),not_in_snapshot,,,[],"[""Atalanta_(Alter)""]","[""작품 / 캐릭터 / Fate/Grand order / 아탈란테 얼터""]"
athlete,not_in_snapshot,,,[],"[""athlete""]","[""인물 / 직업 / 운동 / 운동선수""]"
aunt,not_in_snapshot,,,[],"[""aunt""]","[""인물 / 인물 / 위치 / 이모""]"
aunt_and_nephew,snapshot_match,0,655,[],"[""aunt_and_nephew""]","[""인물 / 인물 / 관계 / 이모와 남자 조카""]"
aunt_and_niece,snapshot_match,0,1305,[],"[""aunt_and_niece""]","[""인물 / 인물 / 관계 / 이모와 여자 조카""]"
aura_bella_fiora,snapshot_match,4,206,[],"[""Aura_Bella_Fiora""]","[""작품 / 캐릭터 / 오버로드 / 아우라 벨라 피오라""]"
averageheight,not_in_snapshot,,,[],"[""averageheight""]","[""체형 / 몸 / 길이 / 키가 평범하다""]"
aviator_cap,snapshot_match,0,1389,[],"[""aviator_cap""]","[""장신구 / 머리 장식 / 모자 / 비행사 모자""]"
aviator_sunglasses,snapshot_match,0,2294,[],"[""aviator_sunglasses""]","[""장신구 / 얼굴 장식 / 안경 / 비행가 안경""]"
avrora_florestina,not_in_snapshot,,,[],"[""Avrora_Florestina""]","[""작품 / 캐릭터 / 스트라이크 더 블러드 / 아브로라 프로레스티나""]"
axe_kick,snapshot_match,0,227,[],"[""axe_kick""]","[""동작 1 / 다리 / 차다 / 다리를 1차로 차다""]"
ayame,not_in_snapshot,,,[],"[""Ayame""]","[""작품 / 캐릭터 / 나루토 / 아마네""]"
ayano_keiko,not_in_snapshot,,,[],"[""Ayano_Keiko""]","[""작품 / 캐릭터 / 소드 아트 온라인 / 아야노 케이코""]"
ayase_ayatsuji,not_in_snapshot,,,[],"[""Ayase_Ayatsuji""]","[""작품 / 캐릭터 / 낙제기사의 영웅담 / 아야츠지 아야세""]"
aztec_mythology,not_in_snapshot,,,[],"[""Aztec_mythology""]","[""기본 / 테마 / 신화 / 아즈텍 신화""]"
baby_carry,snapshot_match,0,819,[],"[""baby_carry""]","[""동작 1 / 몸 / 올리다 / 아기를 안다""]"
baccarat,not_in_snapshot,,,[],"[""Baccarat""]","[""작품 / 캐릭터 / 원피스 / 바카라""]"
back-seamed_legwear,snapshot_match,0,1821,[],"[""back-seamed_legwear""]","[""의상 / 속옷 / 양말 / 뒤에 선 있는 양말""]"
back-to-back,snapshot_match,0,22851,[],"[""back-to-back""]","[""동작 1 / 몸 / 마주하다 / 등을 맞대다""]"
back_focus,snapshot_match,0,2831,[],"[""back_focus""]","[""기본 / 초점 / 집중 / 뒤에 집중한다""]"
backboob,snapshot_match,0,11381,[],"[""backboob""]","[""의상 / 의상 / 특징 / 옷의 뒷가슴을 노출하다""]"
background,not_in_snapshot,,,[],"[""background""]","[""기본 / 배경 / 위치 / 뒤쪽 배경""]"
backless_dress,snapshot_match,0,21086,[],"[""backless_dress""]","[""의상 / 의상 / 드레스 / 등이 노출된 드레스""]"
backless_outfit,snapshot_match,0,35555,[],"[""backless_outfit""]","[""의상 / 의상 / 특징 / 옷의 등을 숨기지 않는다""]"
backless_panties,snapshot_match,0,820,[],"[""backless_panties""]","[""의상 / 속옷 / 팬티 / 엉덩이만 노출된 팬티""]"
backwards_hat,snapshot_match,0,8961,[],"[""backwards_hat""]","[""동작 2 / 모자 / 행동 / 모자를 거꾸로 쓰다""]"
bakemonogatari,snapshot_match,3,8478,[],"[""Bakemonogatari""]","[""작품 / 작품 / 목록 / 바케모노가타리""]"
bakery,snapshot_match,0,816,[],"[""bakery""]","[""기본 / 장소 / 가게 / 빵집""]"
baking,snapshot_match,0,1167,[],"[""baking""]","[""행동 / 동사 / 동사 ㅇ / 누군가 음식(빵)을 만들다""]"
balalaika(black_lagoon),not_in_snapshot,,,[],"[""Balalaika(Black_Lagoon)""]","[""작품 / 캐릭터 / 블랙 라군 / 발라레이카""]"
balancing,snapshot_match,0,2158,[],"[""balancing""]","[""동작 1 / 몸 / 동작 / 서서 균형을 잡다"", ""행동 / 동사 / 동사 ㄱ / 누군가 균형잡다""]"
ball_gag,snapshot_match,0,13572,[],"[""ball_gag""]","[""!섹스 / 도구 / 개그 / 볼 개그""]"
ballad,not_in_snapshot,,,[],"[""Ballad""]","[""기본 / 테마 / 음악 / 발라드""]"
ballpoint_pen,alias_candidate_unverified,,,"[""ballpoint_pen_(medium)""]","[""ballpoint_pen""]","[""기본 / 테마 / 도구 / 볼펜""]"
bambietta_basterbine,snapshot_match,4,589,[],"[""Bambietta_Basterbine""]","[""작품 / 캐릭터 / 블리치 / 밤비에타 바스터바인""]"
bamboo_forest,snapshot_match,0,4762,[],"[""bamboo_forest""]","[""기본 / 장소 / 자연 / 대나무숲""]"
band_uniform,snapshot_match,0,1202,[],"[""band_uniform""]","[""의상 / 의상 / 제복 / 밴드복""]"
bandana,snapshot_match,0,34540,[],"[""bandana""]","[""장신구 / 머리 장식 / 머리띠 / 두건(반다나)""]"
bandeau,snapshot_match,0,28653,[],"[""bandeau""]","[""의상 / 속옷 / 브래지어 / 가슴 가리개""]"
baobhan_sith,not_in_snapshot,,,[],"[""Baobhan_Sith""]","[""작품 / 캐릭터 / Fate/Grand order / 바반시""]"
bar,alias_candidate_unverified,,,"[""bar_(place)""]","[""bar""]","[""기본 / 장소 / 유흥 / 술집""]"
barbara_gordon,snapshot_match,4,304,[],"[""Barbara_Gordon""]","[""작품 / 캐릭터 / DC 코믹스 / 바바라 고든""]"
bare_back,snapshot_match,0,22701,[],"[""bare_back""]","[""의상 / 의상 / 특징 / 옷의 등을 노출하다""]"
bare_shoulders,snapshot_match,0,1397391,[],"[""bare_shoulders""]","[""의상 / 의상 / 특징 / 옷의 어깨를 노출하다""]"
barghest,not_in_snapshot,,,[],"[""Barghest""]","[""작품 / 캐릭터 / Fate/Grand order / 바게스트""]"
barn,snapshot_match,0,513,[],"[""barn""]","[""기본 / 장소 / 현장 / 외양간""]"
baroque,not_in_snapshot,,,[],"[""Baroque""]","[""기본 / 테마 / 미술 / 바로크""]"
bartender,snapshot_match,0,2107,[],"[""bartender""]","[""인물 / 직업 / 서비스 / 바텐더""]"
baseball_cap,snapshot_match,0,71772,[],"[""baseball_cap""]","[""장신구 / 머리 장식 / 모자 / 야구 모자""]"
baseball_glove,alias_candidate_unverified,,,"[""baseball_mitt""]","[""baseball_glove""]","[""장신구 / 손 장식 / 장갑 / 야구 장갑""]"
baseball_gloves,not_in_snapshot,,,[],"[""baseball_gloves""]","[""장신구 / 손 장식 / 장갑 / 야구 장갑""]"
baseball_helmet,snapshot_match,0,919,[],"[""baseball_helmet""]","[""장신구 / 머리 장식 / 헬멧 / 야구 헬맷""]"
baseball_player,not_in_snapshot,,,[],"[""Baseball_player""]","[""인물 / 직업 / 운동 / 야구선수""]"
baseball_uniform,snapshot_match,0,5198,[],"[""baseball_uniform""]","[""의상 / 의상 / 운동복 / 야구복""]"
basketball_uniform,snapshot_match,0,2566,[],"[""basketball_uniform""]","[""의상 / 의상 / 운동복 / 농구복""]"
bat,alias_candidate_unverified,,,"[""bat_(animal)""]","[""bat""]","[""인물 / 종족 / 동물 / 박쥐""]"
bat_costume,not_in_snapshot,,,[],"[""bat_costume""]","[""의상 / 의상 / 코스튬 / 박쥐 코스튬""]"
bat_ears,snapshot_match,0,4752,[],"[""bat_ears""]","[""외모 / 귀 / 모양 / 박쥐 귀""]"
bat_furry,not_in_snapshot,,,[],"[""bat_furry""]","[""인물 / 종족 / 퍼리 / 박쥐 수인""]"
bat_human,not_in_snapshot,,,[],"[""bat_human""]","[""인물 / 종족 / 수인 / 박쥐 인간""]"
bat_wings,snapshot_match,0,75415,[],"[""Bat_wings""]","[""체형 / 날개 / 종류 / 박쥐 날개""]"
batgirl,snapshot_match,4,512,[],"[""Batgirl""]","[""작품 / 캐릭터 / DC 코믹스 / 배트걸""]"
bathing,snapshot_match,0,18160,[],"[""bathing""]","[""행동 / 동사 / 동사 ㅁ / 누군가 목욕하다""]"
bathrobe,snapshot_match,0,1711,[],"[""bathrobe""]","[""의상 / 상의 / 겉옷 / 목욕 가운""]"
bathroom,snapshot_match,0,16242,[],"[""bathroom""]","[""기본 / 장소 / 가정 / 화장실""]"
bathtub,snapshot_match,0,13037,[],"[""bathtub""]","[""기본 / 장소 / 가정 / 욕조""]"
battoujutsu_stance,snapshot_match,0,403,[],"[""battoujutsu_stance""]","[""동작 1 / 몸 / 동작 / 발도 자세를 잡는다""]"
batwoman,snapshot_match,4,53,[],"[""Batwoman""]","[""작품 / 캐릭터 / DC 코믹스 / 배트우먼""]"
bb_bb,not_in_snapshot,,,[],"[""BB_BB""]","[""작품 / 캐릭터 / Fate/Grand order / BB""]"
bbbb_(summer),not_in_snapshot,,,[],"[""BBBB_(Summer)""]","[""작품 / 캐릭터 / Fate/Grand order / BB 수영복""]"
beach,snapshot_match,0,132837,[],"[""beach""]","[""기본 / 장소 / 자연 / 해변""]"
beanie,snapshot_match,0,35577,[],"[""beanie""]","[""장신구 / 머리 장식 / 모자 / 비니""]"
bear,snapshot_match,0,8032,[],"[""bear""]","[""인물 / 종족 / 동물 / 곰""]"
bear_costume,snapshot_match,0,1766,[],"[""bear_costume""]","[""의상 / 의상 / 코스튬 / 곰 코스튬""]"
bear_ears,snapshot_match,0,16030,[],"[""bear_ears""]","[""외모 / 귀 / 모양 / 곰 귀""]"
bear_furry,not_in_snapshot,,,[],"[""bear_furry""]","[""인물 / 종족 / 퍼리 / 곰 수인""]"
bear_human,not_in_snapshot,,,[],"[""bear_human""]","[""인물 / 종족 / 수인 / 곰 인간""]"
bear_tail,snapshot_match,0,1720,[],"[""bear_tail""]","[""체형 / 꼬리 / 종류 / 곰 꼬리""]"
beckoning,snapshot_match,0,3592,[],"[""beckoning""]","[""동작 1 / 손 / 손짓하다 / 손짓하다"", ""동작 1 / 손가락 / 동작 / 손가락으로 손짓하다""]"
becky_blackbell,snapshot_match,4,844,[],"[""Becky_Blackbell""]","[""작품 / 캐릭터 / 스파이 패밀리 / 베키 블랙벨""]"
bedroom,snapshot_match,0,20789,[],"[""bedroom""]","[""기본 / 장소 / 가정 / 침실""]"
beelzebub,not_in_snapshot,,,[],"[""Beelzebub""]","[""작품 / 작품 / 목록 / 벨제부브""]"
begging,snapshot_match,0,795,[],"[""begging""]","[""행동 / 동명사 / 동명사 ㄱ / 무엇을 구걸하다""]"
belarus,not_in_snapshot,,,[],"[""Belarus""]","[""기본 / 장소 / 국가 / 벨라루스""]"
belarusian_people,not_in_snapshot,,,[],"[""Belarusian_people""]","[""인물 / 인종 / 국가 / 벨라루스인""]"
belgians,not_in_snapshot,,,[],"[""Belgians""]","[""인물 / 인종 / 국가 / 벨기에인""]"
belgium,not_in_snapshot,,,[],"[""Belgium""]","[""기본 / 장소 / 국가 / 벨기에""]"
bell-bottoms,snapshot_match,0,1057,[],"[""bell-bottoms""]","[""의상 / 하의 / 바지 / 무릎 아래가 넓은 바지""]"
bell-mère,not_in_snapshot,,,[],"[""Bell-mère""]","[""작품 / 캐릭터 / 원피스 / 벨메일""]"
bell_choker,alias_candidate_unverified,,,"[""neck_bell""]","[""bell_choker""]","[""장신구 / 목 장식 / 넥타이 / 종 쵸커""]"
bell_earrings,snapshot_match,0,1151,[],"[""Bell_earrings""]","[""장신구 / 귀 장식 / 귀걸이 / 종 귀걸이""]"
bell_tower,snapshot_match,0,208,[],"[""bell_tower""]","[""기본 / 장소 / 건축물 / 종탑""]"
belly_grab,not_in_snapshot,,,[],"[""belly_grab""]","[""동작 1 / 손가락 / 꼬집다 / 손가락으로 배를 꼬집다""]"
belo_betty,snapshot_match,4,113,[],"[""Belo_Betty""]","[""작품 / 캐릭터 / 원피스 / 벨로 베티""]"
beltbra,alias_candidate_unverified,,,"[""belt_bra""]","[""beltbra""]","[""의상 / 속옷 / 브래지어 / 벨트 브래지어""]"
benevolent_face,not_in_snapshot,,,[],"[""benevolent_face""]","[""동작 1 / 얼굴 / 표정 / 자비로운 표정""]"
beni-enma,snapshot_match,4,884,[],"[""Beni-enma""]","[""작품 / 캐릭터 / Fate/Grand order / 베니 엔마 -""]"
bent_over,snapshot_match,0,84622,[],"[""bent_over""]","[""!섹스 / 섹스 / 체위 / 후배위(엉덩이를 들다)"", ""동작 1 / 몸 / 기울이다 / 등을 구부렸다""]"
beret,snapshot_match,0,150714,[],"[""beret""]","[""장신구 / 머리 장식 / 모자 / 베레모""]"
bestiality,snapshot_match,0,12948,[],"[""bestiality""]","[""!섹스 / 섹스 / 설정 / 수간하다""]"
bicorne,snapshot_match,0,2084,[],"[""bicorne""]","[""장신구 / 머리 장식 / 모자 / 해적 모자""]"
bicycle_helmet,snapshot_match,0,484,[],"[""bicycle_helmet""]","[""장신구 / 머리 장식 / 헬멧 / 자전거 헬맷""]"
big_mouth,snapshot_match,0,105,[],"[""big_mouth""]","[""외모 / 입 / 모양 / 입이 크다""]"
bike_shorts,snapshot_match,0,64411,[],"[""bike_shorts""]","[""의상 / 하의 / 반바지 / 자전거 반바지""]"
bikesuit,snapshot_match,0,2941,[],"[""bikesuit""]","[""의상 / 의상 / 슈트 / 자전거 슈트""]"
bikini,snapshot_match,0,701770,[],"[""bikini""]","[""의상 / 의상 / 수영복 / 비키니""]"
bikini_aside,alias_candidate_unverified,,,"[""bikini_bottom_aside""]","[""bikini_aside""]","[""동작 2 / 수영복 / 행동 / 수영복을 옆으로 넘기다""]"
bikini_bottom_only,snapshot_match,0,11843,[],"[""bikini_bottom_only""]","[""동작 2 / 수영복 / 행동 / 수영복을 하의만 입다""]"
bikini_lift,alias_candidate_unverified,,,"[""bikini_top_lift""]","[""bikini_lift""]","[""동작 2 / 수영복 / 행동 / 수영복을 위로 올리다""]"
bikini_pull,snapshot_match,0,6783,[],"[""bikini_pull""]","[""동작 2 / 수영복 / 행동 / 수영복을 위로 당기다""]"
bikini_skirt,snapshot_match,0,19809,[],"[""bikini_skirt""]","[""의상 / 의상 / 수영복 / 비키니 스커트""]"
bikini_top_only,snapshot_match,0,43726,[],"[""bikini_top_only""]","[""동작 2 / 수영복 / 행동 / 수영복을 상의만 입다""]"
billiard_gloves,not_in_snapshot,,,[],"[""billiard_gloves""]","[""장신구 / 손 장식 / 장갑 / 당구 장갑""]"
bird_kiss,not_in_snapshot,,,[],"[""Bird_Kiss""]","[""동작 1 / 입 / 키스하다 / 가볍게 키스한다""]"
biscuit_krueger,snapshot_match,4,212,[],"[""Biscuit_Krueger""]","[""작품 / 캐릭터 / 헌터x헌터 / 비스켓 크루거""]"
bishoujo,not_in_snapshot,,,[],"[""bishoujo""]","[""기본 / 작화 / 화풍 / 미소녀""]"
biska_mulan,not_in_snapshot,,,[],"[""Biska_Mulan""]","[""작품 / 캐릭터 / 페어리테일 / 비스카 무란""]"
bit_gag,snapshot_match,0,4415,[],"[""bit_gag""]","[""!섹스 / 도구 / 개그 / 막대 개그""]"
bitch,not_in_snapshot,,,[],"[""bitch""]","[""인물 / 직업 / 성인 / 창녀""]"
biting,snapshot_match,0,17794,[],"[""biting""]","[""동작 1 / 입 / 깨물다 / 이빨로 깨물다""]"
biting_testicles,snapshot_match,0,56,[],"[""biting_testicles""]","[""!섹스 / 섹스 / 고환 / 고환을 깨물다""]"
biting_tongue,not_in_snapshot,,,[],"[""biting_tongue""]","[""동작 1 / 입 / 깨물다 / 이빨로 혀를 깨물다""]"
black,not_in_snapshot,,,[],"[""black""]","[""기본 / 배경 / 컬러 / 검은색""]"
black_bullet,snapshot_match,3,420,[],"[""Black_Bullet""]","[""작품 / 작품 / 목록 / 블랙 불릿""]"
black_canary,snapshot_match,4,106,[],"[""Black_Canary""]","[""작품 / 캐릭터 / DC 코믹스 / 블랙카나리""]"
black_cat,snapshot_match,0,20882,[],"[""Black_Cat""]","[""작품 / 캐릭터 / 마블 코믹스 / 블랙캣""]"
black_clover,snapshot_match,3,2050,[],"[""Black_Clover""]","[""작품 / 작품 / 목록 / 블랙 클로버""]"
black_eyes,snapshot_match,0,340522,[],"[""black_eyes""]","[""외모 / 눈 / 색깔 / 검은색 눈""]"
black_fire,snapshot_match,0,402,[],"[""Black_Fire""]","[""작품 / 캐릭터 / DC 코믹스 / 블랙파이어""]"
black_hair,snapshot_match,0,2200747,[],"[""black hair""]","[""외모 / 머리카락 / 색깔 / 검은색 머리카락""]"
black_hair_streak,not_in_snapshot,,,[],"[""black_hair_streak""]","[""외모 / 머리카락 / 스타일 / 검은색 브리지""]"
black_lagoon,snapshot_match,3,2395,[],"[""Black_Lagoon""]","[""작품 / 작품 / 목록 / 블랙 라군""]"
black_lips,snapshot_match,0,10125,[],"[""black lips""]","[""외모 / 입 / 색깔 / 검은색 입술""]"
black_man,not_in_snapshot,,,[],"[""black_man""]","[""인물 / 인종 / 피부색 / 흑인""]"
black_maria,not_in_snapshot,,,[],"[""Black_Maria""]","[""작품 / 캐릭터 / 원피스 / 블랙 마리아""]"
black_quarter,not_in_snapshot,,,[],"[""black_quarter""]","[""인물 / 인종 / 피부색 / 흑인계 쿼터""]"
black_tongue,snapshot_match,0,418,[],"[""black tongue""]","[""외모 / 입 / 색깔 / 검은색 혀""]"
black_widow,snapshot_match,4,448,[],"[""Black_Widow""]","[""작품 / 캐릭터 / 마블 코믹스 / 블랙 위도우""]"
blackmail,snapshot_match,0,367,[],"[""blackmail""]","[""!섹스 / 섹스 / 설정 / 협박하다""]"
blair,not_in_snapshot,,,[],"[""Blair""]","[""작품 / 캐릭터 / 소울 이터 / 블레어""]"
